행정기관,연령(만),계,남,여
충무동,75 - 75,115,56,59
충무동,76 - 76,138,63,75
충무동,77 - 77,106,44,62
충무동,78 - 78,114,44,70
충무동,79 - 79,129,46,83
충무동,80 - 80,106,49,57
충무동,81 - 81,97,36,61
충무동,82 - 82,95,37,58
충무동,83 - 83,82,36,46
충무동,84 - 84,80,28,52
충무동,85 - 85,74,34,40
충무동,86 - 86,71,24,47
충무동,87 - 87,47,10,37
충무동,88 - 88,32,12,20
충무동,89 - 89,36,6,30
충무동,90 - 90,24,6,18
충무동,91 - 91,22,3,19
충무동,92 - 92,17,7,10
충무동,93 - 93,14,3,11
충무동,94 - 94,8,1,7
충무동,95 - 95,5,1,4
충무동,96 - 96,5,0,5
충무동,97 - 97,1,0,1
충무동,98 - 98,1,0,1
충무동,99 - 99,1,0,1
충무동,100 - 100,2,1,1
충무동,101 - 101,1,0,1
충무동,104 - 104,1,1,0
여좌동,0 - 0,9,4,5
여좌동,1 - 1,15,6,9
여좌동,2 - 2,15,7,8
여좌동,3 - 3,30,19,11
여좌동,4 - 4,25,14,11
여좌동,5 - 5,28,16,12
여좌동,6 - 6,38,22,16
여좌동,7 - 7,50,28,22
여좌동,8 - 8,40,28,12
여좌동,9 - 9,57,31,26
여좌동,10 - 10,50,26,24
여좌동,11 - 11,67,30,37
여좌동,12 - 12,45,26,19
여좌동,13 - 13,76,42,34
여좌동,14 - 14,54,27,27
여좌동,15 - 15,63,40,23
여좌동,16 - 16,63,33,30
여좌동,17 - 17,65,41,24
여좌동,18 - 18,84,44,40
여좌동,19 - 19,58,27,31
여좌동,20 - 20,99,58,41
여좌동,21 - 21,91,57,34
여좌동,22 - 22,82,50,32
여좌동,23 - 23,80,55,25
여좌동,24 - 24,96,65,31
여좌동,25 - 25,69,40,29
여좌동,26 - 26,71,43,28
여좌동,27 - 27,74,44,30
여좌동,28 - 28,73,42,31
여좌동,29 - 29,85,42,43
여좌동,30 - 30,75,43,32
여좌동,31 - 31,71,45,26
여좌동,32 - 32,58,38,20
여좌동,33 - 33,62,34,28
여좌동,34 - 34,40,25,15
여좌동,35 - 35,58,29,29
여좌동,36 - 36,60,40,20
여좌동,37 - 37,62,30,32
여좌동,38 - 38,87,51,36
여좌동,39 - 39,96,48,48
여좌동,40 - 40,84,48,36
여좌동,41 - 41,106,55,51
여좌동,42 - 42,96,51,45
여좌동,43 - 43,104,53,51
여좌동,44 - 44,102,52,50
여좌동,45 - 45,103,55,48
여좌동,46 - 46,139,67,72
여좌동,47 - 47,142,76,66
여좌동,48 - 48,131,68,63
여좌동,49 - 49,128,63,65
여좌동,50 - 50,157,82,75
여좌동,51 - 51,144,78,66
여좌동,52 - 52,136,69,67
여좌동,53 - 53,136,71,65
여좌동,54 - 54,133,67,66
여좌동,55 - 55,132,65,67
여좌동,56 - 56,144,70,74
여좌동,57 - 57,118,52,66
여좌동,58 - 58,157,78,79
여좌동,59 - 59,130,75,55
여좌동,60 - 60,167,76,91
여좌동,61 - 61,160,75,85
여좌동,62 - 62,171,84,87
여좌동,63 - 63,148,71,77
여좌동,64 - 64,187,92,95
여좌동,65 - 65,169,73,96
여좌동,66 - 66,158,67,91
여좌동,67 - 67,148,59,89
여좌동,68 - 68,120,54,66
여좌동,69 - 69,156,62,94
여좌동,70 - 70,116,56,60
여좌동,71 - 71,115,46,69
여좌동,72 - 72,135,51,84
여좌동,73 - 73,145,65,80
여좌동,74 - 74,141,61,80
여좌동,75 - 75,91,42,49
여좌동,76 - 76,137,59,78
여좌동,77 - 77,129,52,77
여좌동,78 - 78,109,46,63
여좌동,79 - 79,121,44,77
여좌동,80 - 80,94,40,54
여좌동,81 - 81,94,41,53
여좌동,82 - 82,97,39,58
여좌동,83 - 83,93,39,54
여좌동,84 - 84,68,33,35
여좌동,85 - 85,56,21,35
여좌동,86 - 86,59,19,40
여좌동,87 - 87,44,19,25
여좌동,88 - 88,32,10,22
여좌동,89 - 89,37,10,27
여좌동,90 - 90,24,4,20
여좌동,91 - 91,17,2,15
여좌동,92 - 92,15,4,11
여좌동,93 - 93,7,2,5
여좌동,94 - 94,6,3,3
여좌동,95 - 95,2,0,2
여좌동,97 - 97,2,0,2
여좌동,98 - 98,2,1,1
여좌동,99 - 99,1,0,1
여좌동,100 - 100,1,0,1
태백동,0 - 0,9,8,1
태백동,1 - 1,10,5,5
태백동,2 - 2,14,8,6
태백동,3 - 3,15,7,8
태백동,4 - 4,19,9,10
태백동,5 - 5,14,9,5
태백동,6 - 6,23,12,11
태백동,7 - 7,21,12,9
태백동,8 - 8,28,14,14
태백동,9 - 9,17,9,8
태백동,10 - 10,30,17,13
태백동,11 - 11,25,12,13
태백동,12 - 12,25,17,8
태백동,13 - 13,30,16,14
태백동,14 - 14,31,12,19
태백동,15 - 15,21,9,12
태백동,16 - 16,24,11,13
태백동,17 - 17,26,12,14
태백동,18 - 18,38,26,12
태백동,19 - 19,29,20,9
태백동,20 - 20,23,13,10
태백동,21 - 21,64,37,27
태백동,22 - 22,49,33,16
태백동,23 - 23,49,32,17
태백동,24 - 24,53,30,23
태백동,25 - 25,51,27,24
태백동,26 - 26,44,24,20
태백동,27 - 27,44,26,18
태백동,28 - 28,41,23,18
태백동,29 - 29,41,26,15
태백동,30 - 30,34,18,16
태백동,31 - 31,30,18,12
태백동,32 - 32,26,15,11
태백동,33 - 33,33,15,18
태백동,34 - 34,31,16,15
태백동,35 - 35,31,19,12
태백동,36 - 36,39,23,16
태백동,37 - 37,37,23,14
태백동,38 - 38,47,27,20
태백동,39 - 39,48,29,19
태백동,40 - 40,54,37,17
태백동,41 - 41,48,27,21
태백동,42 - 42,56,30,26
태백동,43 - 43,42,23,19
태백동,44 - 44,64,37,27
태백동,45 - 45,55,28,27
태백동,46 - 46,62,41,21
태백동,47 - 47,64,32,32
태백동,48 - 48,79,47,32
태백동,49 - 49,63,35,28
태백동,50 - 50,70,37,33
태백동,51 - 51,72,33,39
태백동,52 - 52,103,65,38
태백동,53 - 53,87,44,43
태백동,54 - 54,73,45,28
태백동,55 - 55,83,41,42
태백동,56 - 56,77,45,32
태백동,57 - 57,92,41,51
태백동,58 - 58,87,58,29
태백동,59 - 59,79,36,43
태백동,60 - 60,129,53,76
태백동,61 - 61,120,61,59
태백동,62 - 62,99,53,46
태백동,63 - 63,103,56,47
태백동,64 - 64,116,63,53
태백동,65 - 65,90,34,56
태백동,66 - 66,104,46,58
태백동,67 - 67,92,40,52
태백동,68 - 68,98,50,48
태백동,69 - 69,89,42,47
태백동,70 - 70,71,27,44
태백동,71 - 71,78,32,46
태백동,72 - 72,91,35,56
태백동,73 - 73,84,41,43
태백동,74 - 74,71,35,36
태백동,75 - 75,63,33,30
태백동,76 - 76,68,26,42
태백동,77 - 77,61,24,37
태백동,78 - 78,68,24,44
태백동,79 - 79,62,26,36
태백동,80 - 80,50,24,26
태백동,81 - 81,54,22,32
태백동,82 - 82,59,21,38
태백동,83 - 83,40,18,22
태백동,84 - 84,50,14,36
태백동,85 - 85,29,9,20
태백동,86 - 86,27,6,21
태백동,87 - 87,23,11,12
태백동,88 - 88,22,4,18
태백동,89 - 89,12,4,8
태백동,90 - 90,9,0,9
태백동,91 - 91,15,5,10
태백동,92 - 92,12,5,7
태백동,93 - 93,5,0,5
태백동,94 - 94,1,0,1
태백동,95 - 95,2,1,1
태백동,97 - 97,2,0,2
태백동,100 - 100,1,0,1
태백동,102 - 102,1,0,1
경화동,0 - 0,66,30,36
경화동,1 - 1,99,55,44
경화동,2 - 2,92,54,38
경화동,3 - 3,100,56,44
경화동,4 - 4,101,53,48
경화동,5 - 5,103,56,47
경화동,6 - 6,118,66,52
경화동,7 - 7,94,44,50
경화동,8 - 8,106,65,41
경화동,9 - 9,109,60,49
경화동,10 - 10,98,50,48
경화동,11 - 11,90,41,49
경화동,12 - 12,85,46,39
경화동,13 - 13,122,62,60
경화동,14 - 14,97,48,49
경화동,15 - 15,95,57,38
경화동,16 - 16,93,50,43
경화동,17 - 17,98,52,46
경화동,18 - 18,108,63,45
경화동,19 - 19,107,58,49
경화동,20 - 20,114,66,48
경화동,21 - 21,128,70,58
경화동,22 - 22,107,59,48
경화동,23 - 23,108,63,45
경화동,24 - 24,111,62,49
경화동,25 - 25,110,69,41
경화동,26 - 26,104,61,43
경화동,27 - 27,128,78,50
경화동,28 - 28,104,53,51
경화동,29 - 29,112,56,56
경화동,30 - 30,105,49,56
경화동,31 - 31,113,66,47
경화동,32 - 32,113,58,55
경화동,33 - 33,134,69,65
경화동,34 - 34,136,78,58
경화동,35 - 35,149,85,64
경화동,36 - 36,154,76,78
경화동,37 - 37,154,94,60
경화동,38 - 38,189,100,89
경화동,39 - 39,204,104,100
경화동,40 - 40,159,83,76
경화동,41 - 41,200,97,103
경화동,42 - 42,138,68,70
경화동,43 - 43,161,86,75
경화동,44 - 44,163,84,79
경화동,45 - 45,163,80,83
경화동,46 - 46,184,93,91
경화동,47 - 47,191,100,91
경화동,48 - 48,165,88,77
경화동,49 - 49,198,108,90
경화동,50 - 50,203,101,102
경화동,51 - 51,174,87,87
경화동,52 - 52,187,105,82
경화동,53 - 53,168,87,81
경화동,54 - 54,165,81,84
경화동,55 - 55,191,92,99
경화동,56 - 56,149,56,93
경화동,57 - 57,146,66,80
경화동,58 - 58,203,109,94
경화동,59 - 59,188,87,101
경화동,60 - 60,260,119,141
경화동,61 - 61,217,98,119
경화동,62 - 62,180,78,102
경화동,63 - 63,192,103,89
경화동,64 - 64,175,79,96
경화동,65 - 65,181,89,92
경화동,66 - 66,170,77,93
경화동,67 - 67,155,89,66
경화동,68 - 68,145,72,73
경화동,69 - 69,130,56,74
경화동,70 - 70,96,45,51
경화동,71 - 71,99,53,46
경화동,72 - 72,123,63,60
경화동,73 - 73,99,52,47
경화동,74 - 74,109,39,70
경화동,75 - 75,72,32,40
경화동,76 - 76,64,29,35
경화동,77 - 77,68,33,35
경화동,78 - 78,83,40,43
경화동,79 - 79,73,32,41
경화동,80 - 80,64,23,41
경화동,81 - 81,61,24,37
경화동,82 - 82,42,16,26
경화동,83 - 83,47,14,33
경화동,84 - 84,31,10,21
경화동,85 - 85,43,14,29
경화동,86 - 86,26,8,18
경화동,87 - 87,35,12,23
경화동,88 - 88,18,5,13
경화동,89 - 89,17,2,15
경화동,90 - 90,6,2,4
경화동,91 - 91,9,1,8
경화동,92 - 92,4,0,4
경화동,93 - 93,9,4,5
경화동,94 - 94,1,0,1
경화동,95 - 95,5,1,4
경화동,96 - 96,2,0,2
경화동,98 - 98,1,0,1
병암동,0 - 0,29,15,14
병암동,1 - 1,28,18,10
병암동,2 - 2,35,18,17
병암동,3 - 3,45,23,22
병암동,4 - 4,43,25,18
병암동,5 - 5,69,35,34
병암동,6 - 6,68,33,35
병암동,7 - 7,56,29,27
병암동,8 - 8,81,42,39
병암동,9 - 9,72,34,38
병암동,10 - 10,84,48,36
병암동,11 - 11,68,32,36
병암동,12 - 12,90,41,49
병암동,13 - 13,86,34,52
병암동,14 - 14,90,50,40
병암동,15 - 15,68,40,28
병암동,16 - 16,65,38,27
병암동,17 - 17,66,43,23
병암동,18 - 18,70,39,31
병암동,19 - 19,79,44,35
병암동,20 - 20,65,38,27
병암동,21 - 21,71,40,31
병암동,22 - 22,75,43,32
병암동,23 - 23,77,35,42
병암동,24 - 24,74,43,31
병암동,25 - 25,87,52,35
병암동,26 - 26,90,48,42
병암동,27 - 27,85,41,44
병암동,28 - 28,79,47,32
병암동,29 - 29,68,33,35
병암동,30 - 30,63,37,26
병암동,31 - 31,79,40,39
병암동,32 - 32,74,33,41
병암동,33 - 33,69,37,32
병암동,34 - 34,64,33,31
병암동,35 - 35,70,39,31
병암동,36 - 36,72,38,34
병암동,37 - 37,77,48,29
병암동,38 - 38,87,47,40
병암동,39 - 39,126,62,64
병암동,40 - 40,116,56,60
병암동,41 - 41,134,54,80
병암동,42 - 42,121,59,62
병암동,43 - 43,108,57,51
병암동,44 - 44,110,69,41
병암동,45 - 45,114,56,58
병암동,46 - 46,107,67,40
병암동,47 - 47,147,67,80
병암동,48 - 48,142,79,63
병암동,49 - 49,133,67,66
병암동,50 - 50,106,45,61
병암동,51 - 51,115,50,65
병암동,52 - 52,128,73,55
병암동,53 - 53,127,65,62
병암동,54 - 54,103,45,58
병암동,55 - 55,106,47,59
병암동,56 - 56,113,54,59
병암동,57 - 57,112,57,55
병암동,58 - 58,152,72,80
병암동,59 - 59,113,56,57
병암동,60 - 60,138,65,73
병암동,61 - 61,144,65,79
병암동,62 - 62,134,63,71
병암동,63 - 63,122,66,56
병암동,64 - 64,120,54,66
병암동,65 - 65,116,49,67
병암동,66 - 66,146,73,73
병암동,67 - 67,99,36,63
병암동,68 - 68,87,40,47
병암동,69 - 69,96,45,51
병암동,70 - 70,63,31,32
병암동,71 - 71,74,35,39
병암동,72 - 72,91,40,51
병암동,73 - 73,87,41,46
병암동,74 - 74,71,36,35
병암동,75 - 75,47,20,27
병암동,76 - 76,55,19,36
병암동,77 - 77,50,21,29
병암동,78 - 78,61,36,25
병암동,79 - 79,71,25,46
병암동,80 - 80,46,18,28
병암동,81 - 81,57,17,40
병암동,82 - 82,38,11,27
병암동,83 - 83,42,12,30
병암동,84 - 84,40,16,24
병암동,85 - 85,33,11,22
병암동,86 - 86,27,10,17
병암동,87 - 87,18,7,11
병암동,88 - 88,16,10,6
병암동,89 - 89,11,2,9
병암동,90 - 90,16,1,15
병암동,91 - 91,11,1,10
병암동,92 - 92,4,1,3
병암동,93 - 93,2,0,2
병암동,94 - 94,3,0,3
병암동,95 - 95,1,0,1
병암동,97 - 97,2,0,2
병암동,99 - 99,1,0,1
병암동,109 - 109,1,1,0
석동,0 - 0,60,24,36
석동,1 - 1,76,38,38
석동,2 - 2,94,54,40
석동,3 - 3,103,49,54
석동,4 - 4,117,55,62
석동,5 - 5,150,73,77
석동,6 - 6,176,91,85
석동,7 - 7,191,105,86
석동,8 - 8,218,116,102
석동,9 - 9,231,113,118
석동,10 - 10,239,130,109
석동,11 - 11,237,118,119
석동,12 - 12,267,125,142
석동,13 - 13,271,148,123
석동,14 - 14,264,127,137
석동,15 - 15,235,129,106
석동,16 - 16,233,115,118
석동,17 - 17,252,146,106
석동,18 - 18,198,106,92
석동,19 - 19,223,115,108
석동,20 - 20,239,122,117
석동,21 - 21,236,131,105
석동,22 - 22,203,121,82
석동,23 - 23,207,97,110
석동,24 - 24,209,110,99
석동,25 - 25,231,149,82
석동,26 - 26,212,132,80
석동,27 - 27,220,128,92
석동,28 - 28,215,129,86
석동,29 - 29,205,124,81
석동,30 - 30,195,104,91
석동,31 - 31,194,107,87
석동,32 - 32,191,116,75
석동,33 - 33,169,107,62
석동,34 - 34,190,98,92
석동,35 - 35,207,101,106
석동,36 - 36,190,105,85
석동,37 - 37,200,103,97
석동,38 - 38,254,118,136
석동,39 - 39,298,143,155
석동,40 - 40,304,142,162
석동,41 - 41,341,156,185
석동,42 - 42,343,150,193
석동,43 - 43,289,146,143
석동,44 - 44,330,146,184
석동,45 - 45,304,153,151
석동,46 - 46,359,170,189
석동,47 - 47,377,178,199
석동,48 - 48,390,196,194
석동,49 - 49,364,203,161
석동,50 - 50,386,215,171
석동,51 - 51,348,187,161
석동,52 - 52,312,183,129
석동,53 - 53,290,160,130
석동,54 - 54,250,124,126
석동,55 - 55,262,117,145
석동,56 - 56,227,109,118
석동,57 - 57,212,110,102
석동,58 - 58,249,115,134
석동,59 - 59,243,126,117
석동,60 - 60,301,156,145
석동,61 - 61,250,123,127
석동,62 - 62,240,119,121
석동,63 - 63,249,131,118
석동,64 - 64,208,112,96
석동,65 - 65,170,90,80
석동,66 - 66,196,90,106
석동,67 - 67,167,83,84
석동,68 - 68,148,75,73
석동,69 - 69,138,73,65
석동,70 - 70,104,49,55
석동,71 - 71,104,52,52
석동,72 - 72,84,45,39
석동,73 - 73,98,51,47
석동,74 - 74,66,23,43
석동,75 - 75,64,30,34
석동,76 - 76,63,25,38
석동,77 - 77,74,33,41
석동,78 - 78,62,27,35
석동,79 - 79,51,28,23
석동,80 - 80,50,21,29
석동,81 - 81,47,17,30
석동,82 - 82,38,21,17
석동,83 - 83,36,16,20
석동,84 - 84,35,16,19
석동,85 - 85,17,6,11
석동,86 - 86,18,2,16
석동,87 - 87,25,6,19
석동,88 - 88,19,7,12
석동,89 - 89,13,2,11
석동,90 - 90,10,2,8
석동,91 - 91,7,3,4
석동,92 - 92,8,2,6
석동,93 - 93,6,0,6
석동,94 - 94,4,0,4
석동,95 - 95,2,0,2
석동,96 - 96,5,2,3
석동,97 - 97,3,2,1
석동,101 - 101,1,0,1
석동,104 - 104,1,0,1
이동,0 - 0,18,11,7
이동,1 - 1,17,12,5
이동,2 - 2,25,14,11
이동,3 - 3,24,16,8
이동,4 - 4,42,15,27
이동,5 - 5,43,27,16
이동,6 - 6,46,26,20
이동,7 - 7,46,22,24
이동,8 - 8,36,20,16
이동,9 - 9,41,20,21
이동,10 - 10,57,31,26
이동,11 - 11,41,20,21
이동,12 - 12,62,30,32
이동,13 - 13,50,27,23
이동,14 - 14,55,29,26
이동,15 - 15,38,24,14
이동,16 - 16,59,34,25
이동,17 - 17,49,28,21
이동,18 - 18,53,29,24
이동,19 - 19,64,38,26
이동,20 - 20,67,41,26
이동,21 - 21,90,45,45
이동,22 - 22,96,52,44
이동,23 - 23,89,57,32
이동,24 - 24,111,73,38
이동,25 - 25,110,70,40
이동,26 - 26,114,68,46
이동,27 - 27,127,89,38
이동,28 - 28,128,70,58
이동,29 - 29,142,85,57
이동,30 - 30,89,58,31
이동,31 - 31,105,66,39
이동,32 - 32,89,53,36
이동,33 - 33,85,51,34
이동,34 - 34,106,71,35
이동,35 - 35,95,61,34
이동,36 - 36,97,58,39
이동,37 - 37,90,60,30
이동,38 - 38,109,60,49
이동,39 - 39,112,63,49
이동,40 - 40,131,86,45
이동,41 - 41,136,72,64
이동,42 - 42,105,63,42
이동,43 - 43,107,67,40
이동,44 - 44,140,82,58
이동,45 - 45,104,64,40
이동,46 - 46,169,104,65
이동,47 - 47,130,75,55
이동,48 - 48,138,83,55
이동,49 - 49,133,65,68
이동,50 - 50,144,84,60
이동,51 - 51,143,65,78
이동,52 - 52,147,83,64
이동,53 - 53,171,93,78
이동,54 - 54,108,49,59
이동,55 - 55,141,73,68
이동,56 - 56,158,82,76
이동,57 - 57,136,74,62
이동,58 - 58,188,82,106
이동,59 - 59,162,77,85
이동,60 - 60,189,85,104
이동,61 - 61,183,92,91
이동,62 - 62,195,83,112
이동,63 - 63,186,81,105
이동,64 - 64,173,77,96
이동,65 - 65,161,66,95
이동,66 - 66,196,102,94
이동,67 - 67,143,88,55
이동,68 - 68,120,57,63
이동,69 - 69,147,71,76
이동,70 - 70,95,42,53
이동,71 - 71,101,50,51
이동,72 - 72,115,60,55
이동,73 - 73,101,46,55
이동,74 - 74,84,45,39
이동,75 - 75,61,28,33
이동,76 - 76,63,25,38
이동,77 - 77,67,30,37
이동,78 - 78,85,29,56
이동,79 - 79,59,34,25
이동,80 - 80,51,21,30
이동,81 - 81,48,21,27
이동,82 - 82,52,18,34
이동,83 - 83,31,13,18
이동,84 - 84,41,10,31
이동,85 - 85,27,12,15
이동,86 - 86,29,9,20
이동,87 - 87,19,5,14
이동,88 - 88,13,4,9
이동,89 - 89,14,2,12
이동,90 - 90,9,0,9
이동,91 - 91,11,1,10
이동,92 - 92,11,1,10
이동,93 - 93,4,0,4
이동,94 - 94,2,1,1
이동,95 - 95,2,0,2
이동,96 - 96,1,0,1
이동,97 - 97,1,0,1
이동,98 - 98,3,1,2
이동,99 - 99,1,0,1
이동,101 - 101,1,0,1
자은동,0 - 0,129,68,61
자은동,1 - 1,151,86,65
자은동,2 - 2,173,94,79
자은동,3 - 3,181,75,106
자은동,4 - 4,238,125,113
자은동,5 - 5,294,148,146
자은동,6 - 6,279,142,137
자은동,7 - 7,263,139,124
자은동,8 - 8,311,144,167
자은동,9 - 9,294,157,137
자은동,10 - 10,284,141,143
자은동,11 - 11,257,136,121
자은동,12 - 12,223,118,105
자은동,13 - 13,225,109,116
자은동,14 - 14,238,117,121
자은동,15 - 15,204,101,103
자은동,16 - 16,191,103,88
자은동,17 - 17,216,117,99
자은동,18 - 18,197,99,98
자은동,19 - 19,208,115,93
자은동,20 - 20,228,126,102
자은동,21 - 21,251,137,114
자은동,22 - 22,232,126,106
자은동,23 - 23,238,136,102
자은동,24 - 24,230,127,103
자은동,25 - 25,233,123,110
자은동,26 - 26,215,121,94
자은동,27 - 27,182,98,84
자은동,28 - 28,215,115,100
자은동,29 - 29,237,116,121
자은동,30 - 30,208,115,93
자은동,31 - 31,247,136,111
자은동,32 - 32,236,118,118
자은동,33 - 33,255,124,131
자은동,34 - 34,256,136,120
자은동,35 - 35,306,159,147
자은동,36 - 36,287,127,160
자은동,37 - 37,393,195,198
자은동,38 - 38,448,221,227
자은동,39 - 39,464,246,218
자은동,40 - 40,456,231,225
자은동,41 - 41,451,228,223
자은동,42 - 42,407,187,220
자은동,43 - 43,377,195,182
자은동,44 - 44,341,187,154
자은동,45 - 45,326,168,158
자은동,46 - 46,336,175,161
자은동,47 - 47,360,175,185
자은동,48 - 48,350,182,168
자은동,49 - 49,362,180,182
자은동,50 - 50,391,193,198
자은동,51 - 51,341,158,183
자은동,52 - 52,408,194,214
자은동,53 - 53,358,158,200
자은동,54 - 54,350,178,172
자은동,55 - 55,323,160,163
자은동,56 - 56,307,156,151
자은동,57 - 57,296,140,156
자은동,58 - 58,337,164,173
자은동,59 - 59,313,155,158
자은동,60 - 60,362,173,189
자은동,61 - 61,372,187,185
자은동,62 - 62,303,142,161
자은동,63 - 63,285,143,142
자은동,64 - 64,298,146,152
자은동,65 - 65,269,126,143
자은동,66 - 66,262,133,129
자은동,67 - 67,197,105,92
자은동,68 - 68,190,104,86
자은동,69 - 69,165,87,78
자은동,70 - 70,131,65,66
자은동,71 - 71,130,68,62
자은동,72 - 72,127,58,69
자은동,73 - 73,127,68,59
자은동,74 - 74,114,53,61
자은동,75 - 75,76,36,40
자은동,76 - 76,74,26,48
자은동,77 - 77,76,30,46
자은동,78 - 78,94,33,61
자은동,79 - 79,85,28,57
자은동,80 - 80,62,22,40
자은동,81 - 81,59,21,38
자은동,82 - 82,60,21,39
자은동,83 - 83,47,10,37
자은동,84 - 84,57,15,42
자은동,85 - 85,35,11,24
자은동,86 - 86,46,10,36
자은동,87 - 87,29,11,18
자은동,88 - 88,29,8,21
자은동,89 - 89,25,6,19
자은동,90 - 90,15,4,11
자은동,91 - 91,11,3,8
자은동,92 - 92,10,4,6
자은동,93 - 93,5,0,5
자은동,94 - 94,2,0,2
자은동,95 - 95,2,0,2
자은동,96 - 96,3,1,2
자은동,97 - 97,2,0,2
자은동,98 - 98,1,0,1
자은동,99 - 99,1,0,1
자은동,101 - 101,1,0,1
덕산동,0 - 0,90,52,38
덕산동,1 - 1,67,38,29
덕산동,2 - 2,95,43,52
덕산동,3 - 3,89,45,44
덕산동,4 - 4,91,53,38
덕산동,5 - 5,107,50,57
덕산동,6 - 6,114,61,53
덕산동,7 - 7,125,61,64
덕산동,8 - 8,119,67,52
덕산동,9 - 9,132,68,64
덕산동,10 - 10,123,62,61
덕산동,11 - 11,128,64,64
덕산동,12 - 12,130,64,66
덕산동,13 - 13,123,48,75
덕산동,14 - 14,146,86,60
덕산동,15 - 15,107,61,46
덕산동,16 - 16,93,48,45
덕산동,17 - 17,135,69,66
덕산동,18 - 18,109,68,41
덕산동,19 - 19,102,56,46
덕산동,20 - 20,111,64,47
덕산동,21 - 21,120,61,59
덕산동,22 - 22,125,76,49
덕산동,23 - 23,86,51,35
덕산동,24 - 24,110,65,45
덕산동,25 - 25,118,82,36
덕산동,26 - 26,92,44,48
덕산동,27 - 27,129,68,61
덕산동,28 - 28,133,76,57
덕산동,29 - 29,143,79,64
덕산동,30 - 30,107,53,54
덕산동,31 - 31,112,58,54
덕산동,32 - 32,130,53,77
덕산동,33 - 33,114,62,52
덕산동,34 - 34,116,68,48
덕산동,35 - 35,107,61,46
덕산동,36 - 36,105,56,49
덕산동,37 - 37,117,59,58
덕산동,38 - 38,152,73,79
덕산동,39 - 39,194,95,99
덕산동,40 - 40,164,71,93
덕산동,41 - 41,198,90,108
덕산동,42 - 42,184,81,103
덕산동,43 - 43,173,94,79
덕산동,44 - 44,164,83,81
덕산동,45 - 45,185,84,101
덕산동,46 - 46,164,90,74
덕산동,47 - 47,170,81,89
덕산동,48 - 48,155,85,70
덕산동,49 - 49,161,85,76
덕산동,50 - 50,169,80,89
덕산동,51 - 51,150,92,58
덕산동,52 - 52,163,87,76
덕산동,53 - 53,140,66,74
덕산동,54 - 54,135,66,69
덕산동,55 - 55,131,58,73
덕산동,56 - 56,139,71,68
덕산동,57 - 57,123,59,64
덕산동,58 - 58,149,68,81
덕산동,59 - 59,116,51,65
덕산동,60 - 60,154,77,77
덕산동,61 - 61,168,63,105
덕산동,62 - 62,161,67,94
덕산동,63 - 63,126,51,75
덕산동,64 - 64,111,53,58
덕산동,65 - 65,138,71,67
덕산동,66 - 66,139,61,78
덕산동,67 - 67,117,48,69
덕산동,68 - 68,115,55,60
덕산동,69 - 69,109,60,49
덕산동,70 - 70,81,38,43
덕산동,71 - 71,94,29,65
덕산동,72 - 72,82,43,39
덕산동,73 - 73,65,27,38
덕산동,74 - 74,71,28,43
덕산동,75 - 75,53,26,27
덕산동,76 - 76,60,28,32
덕산동,77 - 77,48,18,30
덕산동,78 - 78,78,28,50
덕산동,79 - 79,51,17,34
덕산동,80 - 80,49,17,32
덕산동,81 - 81,57,25,32
덕산동,82 - 82,34,15,19
덕산동,83 - 83,38,12,26
덕산동,84 - 84,28,3,25
덕산동,85 - 85,32,6,26
덕산동,86 - 86,21,9,12
덕산동,87 - 87,33,4,29
덕산동,88 - 88,18,4,14
덕산동,89 - 89,10,3,7
덕산동,90 - 90,7,1,6
덕산동,91 - 91,7,1,6
덕산동,92 - 92,8,3,5
덕산동,93 - 93,1,0,1
덕산동,94 - 94,2,1,1
덕산동,95 - 95,3,0,3
덕산동,96 - 96,1,0,1
덕산동,101 - 101,1,0,1
풍호동,0 - 0,191,95,96
풍호동,1 - 1,198,116,82
풍호동,2 - 2,239,117,122
풍호동,3 - 3,299,161,138
풍호동,4 - 4,317,168,149
풍호동,5 - 5,387,220,167
풍호동,6 - 6,392,208,184
풍호동,7 - 7,415,223,192
풍호동,8 - 8,460,244,216
풍호동,9 - 9,423,230,193
풍호동,10 - 10,419,226,193
풍호동,11 - 11,364,196,168
풍호동,12 - 12,405,199,206
풍호동,13 - 13,382,196,186
풍호동,14 - 14,321,147,174
풍호동,15 - 15,298,151,147
풍호동,16 - 16,280,126,154
풍호동,17 - 17,299,157,142
풍호동,18 - 18,271,146,125
풍호동,19 - 19,251,120,131
풍호동,20 - 20,259,133,126
풍호동,21 - 21,269,133,136
풍호동,22 - 22,234,142,92
풍호동,23 - 23,187,115,72
풍호동,24 - 24,207,121,86
풍호동,25 - 25,225,123,102
풍호동,26 - 26,193,117,76
풍호동,27 - 27,218,124,94
풍호동,28 - 28,238,128,110
풍호동,29 - 29,219,118,101
풍호동,30 - 30,228,111,117
풍호동,31 - 31,246,119,127
풍호동,32 - 32,275,125,150
풍호동,33 - 33,285,136,149
풍호동,34 - 34,326,152,174
풍호동,35 - 35,380,175,205
풍호동,36 - 36,377,179,198
풍호동,37 - 37,472,231,241
풍호동,38 - 38,523,268,255
풍호동,39 - 39,587,264,323
풍호동,40 - 40,655,307,348
풍호동,41 - 41,622,286,336
풍호동,42 - 42,575,302,273
풍호동,43 - 43,506,255,251
풍호동,44 - 44,458,241,217
풍호동,45 - 45,450,235,215
풍호동,46 - 46,487,246,241
