행정기관,연령(만),계,남,여
진북면,52 - 52,63,34,29
진북면,53 - 53,59,29,30
진북면,54 - 54,63,44,19
진북면,55 - 55,65,40,25
진북면,56 - 56,71,44,27
진북면,57 - 57,66,37,29
진북면,58 - 58,93,51,42
진북면,59 - 59,104,46,58
진북면,60 - 60,100,66,34
진북면,61 - 61,98,56,42
진북면,62 - 62,81,42,39
진북면,63 - 63,88,53,35
진북면,64 - 64,93,55,38
진북면,65 - 65,103,58,45
진북면,66 - 66,103,54,49
진북면,67 - 67,68,35,33
진북면,68 - 68,80,43,37
진북면,69 - 69,81,44,37
진북면,70 - 70,67,31,36
진북면,71 - 71,81,50,31
진북면,72 - 72,60,33,27
진북면,73 - 73,49,22,27
진북면,74 - 74,65,36,29
진북면,75 - 75,30,18,12
진북면,76 - 76,44,22,22
진북면,77 - 77,43,19,24
진북면,78 - 78,46,20,26
진북면,79 - 79,53,22,31
진북면,80 - 80,36,9,27
진북면,81 - 81,35,11,24
진북면,82 - 82,43,14,29
진북면,83 - 83,36,14,22
진북면,84 - 84,36,11,25
진북면,85 - 85,36,14,22
진북면,86 - 86,32,7,25
진북면,87 - 87,25,7,18
진북면,88 - 88,12,3,9
진북면,89 - 89,20,5,15
진북면,90 - 90,13,1,12
진북면,91 - 91,13,1,12
진북면,92 - 92,9,1,8
진북면,93 - 93,9,1,8
진북면,94 - 94,5,3,2
진북면,95 - 95,5,0,5
진북면,96 - 96,3,0,3
진북면,97 - 97,1,0,1
진북면,98 - 98,1,0,1
진북면,99 - 99,3,1,2
진북면,109 - 109,1,0,1
진전면,0 - 0,3,2,1
진전면,2 - 2,1,0,1
진전면,3 - 3,3,1,2
진전면,4 - 4,2,1,1
진전면,5 - 5,2,0,2
진전면,6 - 6,9,5,4
진전면,7 - 7,4,2,2
진전면,8 - 8,10,5,5
진전면,9 - 9,14,6,8
진전면,10 - 10,12,7,5
진전면,11 - 11,13,7,6
진전면,12 - 12,10,6,4
진전면,13 - 13,14,7,7
진전면,14 - 14,19,13,6
진전면,15 - 15,9,6,3
진전면,16 - 16,14,8,6
진전면,17 - 17,15,9,6
진전면,18 - 18,15,5,10
진전면,19 - 19,17,9,8
진전면,20 - 20,20,10,10
진전면,21 - 21,19,11,8
진전면,22 - 22,29,18,11
진전면,23 - 23,21,13,8
진전면,24 - 24,29,21,8
진전면,25 - 25,23,16,7
진전면,26 - 26,18,13,5
진전면,27 - 27,24,16,8
진전면,28 - 28,21,15,6
진전면,29 - 29,14,12,2
진전면,30 - 30,17,8,9
진전면,31 - 31,13,9,4
진전면,32 - 32,20,11,9
진전면,33 - 33,11,6,5
진전면,34 - 34,20,16,4
진전면,35 - 35,18,10,8
진전면,36 - 36,21,12,9
진전면,37 - 37,14,6,8
진전면,38 - 38,19,11,8
진전면,39 - 39,16,9,7
진전면,40 - 40,20,13,7
진전면,41 - 41,23,17,6
진전면,42 - 42,20,16,4
진전면,43 - 43,27,17,10
진전면,44 - 44,26,14,12
진전면,45 - 45,27,18,9
진전면,46 - 46,29,18,11
진전면,47 - 47,31,18,13
진전면,48 - 48,32,21,11
진전면,49 - 49,47,16,31
진전면,50 - 50,62,37,25
진전면,51 - 51,45,24,21
진전면,52 - 52,61,39,22
진전면,53 - 53,71,44,27
진전면,54 - 54,74,48,26
진전면,55 - 55,76,38,38
진전면,56 - 56,84,48,36
진전면,57 - 57,63,42,21
진전면,58 - 58,89,42,47
진전면,59 - 59,78,41,37
진전면,60 - 60,109,47,62
진전면,61 - 61,114,71,43
진전면,62 - 62,122,55,67
진전면,63 - 63,100,54,46
진전면,64 - 64,105,58,47
진전면,65 - 65,90,41,49
진전면,66 - 66,93,50,43
진전면,67 - 67,96,65,31
진전면,68 - 68,99,54,45
진전면,69 - 69,85,46,39
진전면,70 - 70,66,35,31
진전면,71 - 71,91,39,52
진전면,72 - 72,76,41,35
진전면,73 - 73,87,42,45
진전면,74 - 74,91,43,48
진전면,75 - 75,51,20,31
진전면,76 - 76,64,23,41
진전면,77 - 77,58,21,37
진전면,78 - 78,87,40,47
진전면,79 - 79,61,22,39
진전면,80 - 80,77,22,55
진전면,81 - 81,64,22,42
진전면,82 - 82,50,16,34
진전면,83 - 83,60,19,41
진전면,84 - 84,59,24,35
진전면,85 - 85,58,13,45
진전면,86 - 86,45,11,34
진전면,87 - 87,33,8,25
진전면,88 - 88,37,9,28
진전면,89 - 89,39,10,29
진전면,90 - 90,24,2,22
진전면,91 - 91,16,4,12
진전면,92 - 92,14,2,12
진전면,93 - 93,13,1,12
진전면,94 - 94,13,2,11
진전면,95 - 95,6,0,6
진전면,96 - 96,1,1,0
진전면,97 - 97,2,0,2
진전면,98 - 98,4,2,2
진전면,100 - 100,2,0,2
현동,0 - 0,113,53,60
현동,1 - 1,148,82,66
현동,2 - 2,160,77,83
현동,3 - 3,200,100,100
현동,4 - 4,220,123,97
현동,5 - 5,241,129,112
현동,6 - 6,270,140,130
현동,7 - 7,253,125,128
현동,8 - 8,224,114,110
현동,9 - 9,258,136,122
현동,10 - 10,211,101,110
현동,11 - 11,168,90,78
현동,12 - 12,161,83,78
현동,13 - 13,133,67,66
현동,14 - 14,118,51,67
현동,15 - 15,120,58,62
현동,16 - 16,75,31,44
현동,17 - 17,77,37,40
현동,18 - 18,93,52,41
현동,19 - 19,89,42,47
현동,20 - 20,108,63,45
현동,21 - 21,136,76,60
현동,22 - 22,105,49,56
현동,23 - 23,122,71,51
현동,24 - 24,103,58,45
현동,25 - 25,104,52,52
현동,26 - 26,113,64,49
현동,27 - 27,113,51,62
현동,28 - 28,111,59,52
현동,29 - 29,156,58,98
현동,30 - 30,132,58,74
현동,31 - 31,137,63,74
현동,32 - 32,172,83,89
현동,33 - 33,175,85,90
현동,34 - 34,183,85,98
현동,35 - 35,243,121,122
현동,36 - 36,265,125,140
현동,37 - 37,287,129,158
현동,38 - 38,338,180,158
현동,39 - 39,377,190,187
현동,40 - 40,391,192,199
현동,41 - 41,339,166,173
현동,42 - 42,342,175,167
현동,43 - 43,267,152,115
현동,44 - 44,225,130,95
현동,45 - 45,203,117,86
현동,46 - 46,196,109,87
현동,47 - 47,208,112,96
현동,48 - 48,200,104,96
현동,49 - 49,157,85,72
현동,50 - 50,209,104,105
현동,51 - 51,200,95,105
현동,52 - 52,223,110,113
현동,53 - 53,191,91,100
현동,54 - 54,173,85,88
현동,55 - 55,198,112,86
현동,56 - 56,157,76,81
현동,57 - 57,139,71,68
현동,58 - 58,225,106,119
현동,59 - 59,185,85,100
현동,60 - 60,235,116,119
현동,61 - 61,226,96,130
현동,62 - 62,179,83,96
현동,63 - 63,187,96,91
현동,64 - 64,166,78,88
현동,65 - 65,167,78,89
현동,66 - 66,198,88,110
현동,67 - 67,160,76,84
현동,68 - 68,115,50,65
현동,69 - 69,141,70,71
현동,70 - 70,90,47,43
현동,71 - 71,114,56,58
현동,72 - 72,108,52,56
현동,73 - 73,95,45,50
현동,74 - 74,95,39,56
현동,75 - 75,47,27,20
현동,76 - 76,62,30,32
현동,77 - 77,55,29,26
현동,78 - 78,41,20,21
현동,79 - 79,65,23,42
현동,80 - 80,52,25,27
현동,81 - 81,42,13,29
현동,82 - 82,35,13,22
현동,83 - 83,24,11,13
현동,84 - 84,36,8,28
현동,85 - 85,22,9,13
현동,86 - 86,29,8,21
현동,87 - 87,24,7,17
현동,88 - 88,16,2,14
현동,89 - 89,15,1,14
현동,90 - 90,8,4,4
현동,91 - 91,6,0,6
현동,92 - 92,9,1,8
현동,93 - 93,4,0,4
현동,94 - 94,3,1,2
현동,95 - 95,5,1,4
현동,98 - 98,1,0,1
현동,99 - 99,1,1,0
가포동,0 - 0,2,0,2
가포동,1 - 1,5,3,2
가포동,2 - 2,8,6,2
가포동,3 - 3,5,2,3
가포동,4 - 4,6,4,2
가포동,5 - 5,8,3,5
가포동,6 - 6,4,2,2
가포동,7 - 7,3,1,2
가포동,8 - 8,7,4,3
가포동,9 - 9,2,0,2
가포동,10 - 10,5,1,4
가포동,11 - 11,4,2,2
가포동,12 - 12,3,3,0
가포동,13 - 13,2,2,0
가포동,14 - 14,4,2,2
가포동,15 - 15,2,2,0
가포동,16 - 16,5,4,1
가포동,17 - 17,4,3,1
가포동,18 - 18,4,1,3
가포동,19 - 19,7,1,6
가포동,20 - 20,9,5,4
가포동,21 - 21,11,6,5
가포동,22 - 22,9,3,6
가포동,23 - 23,12,8,4
가포동,24 - 24,10,6,4
가포동,25 - 25,8,4,4
가포동,26 - 26,21,14,7
가포동,27 - 27,19,11,8
가포동,28 - 28,16,8,8
가포동,29 - 29,14,8,6
가포동,30 - 30,17,10,7
가포동,31 - 31,10,5,5
가포동,32 - 32,10,6,4
가포동,33 - 33,15,10,5
가포동,34 - 34,8,4,4
가포동,35 - 35,5,5,0
가포동,36 - 36,15,8,7
가포동,37 - 37,13,4,9
가포동,38 - 38,11,4,7
가포동,39 - 39,13,8,5
가포동,40 - 40,15,9,6
가포동,41 - 41,18,11,7
가포동,42 - 42,8,4,4
가포동,43 - 43,10,4,6
가포동,44 - 44,7,6,1
가포동,45 - 45,8,5,3
가포동,46 - 46,13,6,7
가포동,47 - 47,11,3,8
가포동,48 - 48,16,5,11
가포동,49 - 49,11,7,4
가포동,50 - 50,11,3,8
가포동,51 - 51,17,10,7
가포동,52 - 52,21,13,8
가포동,53 - 53,11,5,6
가포동,54 - 54,20,14,6
가포동,55 - 55,16,9,7
가포동,56 - 56,10,7,3
가포동,57 - 57,10,5,5
가포동,58 - 58,21,14,7
가포동,59 - 59,17,9,8
가포동,60 - 60,23,7,16
가포동,61 - 61,30,19,11
가포동,62 - 62,28,21,7
가포동,63 - 63,21,12,9
가포동,64 - 64,19,11,8
가포동,65 - 65,15,8,7
가포동,66 - 66,19,10,9
가포동,67 - 67,27,11,16
가포동,68 - 68,26,12,14
가포동,69 - 69,20,9,11
가포동,70 - 70,17,8,9
가포동,71 - 71,21,12,9
가포동,72 - 72,13,9,4
가포동,73 - 73,17,10,7
가포동,74 - 74,15,7,8
가포동,75 - 75,9,5,4
가포동,76 - 76,11,3,8
가포동,77 - 77,3,1,2
가포동,78 - 78,6,4,2
가포동,79 - 79,3,3,0
가포동,80 - 80,11,6,5
가포동,81 - 81,8,1,7
가포동,82 - 82,6,1,5
가포동,83 - 83,4,0,4
가포동,84 - 84,7,0,7
가포동,85 - 85,2,0,2
가포동,86 - 86,3,1,2
가포동,87 - 87,2,0,2
가포동,89 - 89,3,1,2
가포동,90 - 90,1,1,0
가포동,91 - 91,1,0,1
가포동,93 - 93,1,1,0
가포동,95 - 95,1,0,1
가포동,96 - 96,2,2,0
월영동,0 - 0,326,161,165
월영동,1 - 1,379,196,183
월영동,2 - 2,398,198,200
월영동,3 - 3,409,219,190
월영동,4 - 4,447,232,215
월영동,5 - 5,549,281,268
월영동,6 - 6,524,266,258
월영동,7 - 7,491,250,241
월영동,8 - 8,500,273,227
월영동,9 - 9,474,227,247
월영동,10 - 10,501,248,253
월영동,11 - 11,395,195,200
월영동,12 - 12,393,201,192
월영동,13 - 13,442,247,195
월영동,14 - 14,378,186,192
월영동,15 - 15,362,181,181
월영동,16 - 16,339,193,146
월영동,17 - 17,384,199,185
월영동,18 - 18,387,201,186
월영동,19 - 19,427,231,196
월영동,20 - 20,494,271,223
월영동,21 - 21,550,306,244
월영동,22 - 22,547,318,229
월영동,23 - 23,514,304,210
월영동,24 - 24,520,307,213
월영동,25 - 25,473,277,196
월영동,26 - 26,497,260,237
월영동,27 - 27,435,239,196
월영동,28 - 28,501,280,221
월영동,29 - 29,516,273,243
월영동,30 - 30,491,245,246
월영동,31 - 31,549,265,284
월영동,32 - 32,532,270,262
월영동,33 - 33,572,302,270
월영동,34 - 34,585,285,300
월영동,35 - 35,640,342,298
월영동,36 - 36,641,344,297
월영동,37 - 37,669,351,318
월영동,38 - 38,801,410,391
월영동,39 - 39,810,393,417
월영동,40 - 40,780,411,369
월영동,41 - 41,795,384,411
월영동,42 - 42,651,328,323
월영동,43 - 43,612,311,301
월영동,44 - 44,599,335,264
월영동,45 - 45,591,292,299
월영동,46 - 46,618,303,315
월영동,47 - 47,637,299,338
월영동,48 - 48,682,315,367
월영동,49 - 49,671,314,357
월영동,50 - 50,682,322,360
월영동,51 - 51,718,331,387
월영동,52 - 52,743,345,398
월영동,53 - 53,699,302,397
월영동,54 - 54,637,326,311
월영동,55 - 55,645,333,312
월영동,56 - 56,597,287,310
월영동,57 - 57,568,274,294
월영동,58 - 58,655,332,323
월영동,59 - 59,632,297,335
월영동,60 - 60,763,362,401
월영동,61 - 61,714,321,393
월영동,62 - 62,587,264,323
월영동,63 - 63,598,284,314
월영동,64 - 64,552,282,270
월영동,65 - 65,498,229,269
월영동,66 - 66,591,282,309
월영동,67 - 67,428,202,226
월영동,68 - 68,362,150,212
월영동,69 - 69,403,203,200
월영동,70 - 70,289,135,154
월영동,71 - 71,337,157,180
월영동,72 - 72,298,129,169
월영동,73 - 73,290,141,149
월영동,74 - 74,260,115,145
월영동,75 - 75,158,67,91
월영동,76 - 76,204,100,104
월영동,77 - 77,186,88,98
월영동,78 - 78,175,84,91
월영동,79 - 79,200,99,101
월영동,80 - 80,166,66,100
월영동,81 - 81,115,34,81
월영동,82 - 82,105,38,67
월영동,83 - 83,108,42,66
월영동,84 - 84,98,31,67
월영동,85 - 85,73,17,56
월영동,86 - 86,66,27,39
월영동,87 - 87,48,12,36
월영동,88 - 88,42,10,32
월영동,89 - 89,37,9,28
월영동,90 - 90,34,7,27
월영동,91 - 91,30,4,26
월영동,92 - 92,21,1,20
월영동,93 - 93,15,4,11
월영동,94 - 94,6,1,5
월영동,95 - 95,6,0,6
월영동,96 - 96,4,1,3
월영동,97 - 97,4,0,4
월영동,98 - 98,2,0,2
월영동,99 - 99,3,0,3
월영동,101 - 101,1,0,1
월영동,120 - 120,1,0,1
문화동,0 - 0,38,16,22
문화동,1 - 1,30,15,15
문화동,2 - 2,32,20,12
문화동,3 - 3,31,19,12
문화동,4 - 4,42,25,17
문화동,5 - 5,48,18,30
문화동,6 - 6,56,31,25
문화동,7 - 7,65,34,31
문화동,8 - 8,72,34,38
문화동,9 - 9,61,29,32
문화동,10 - 10,51,20,31
문화동,11 - 11,58,28,30
문화동,12 - 12,59,29,30
문화동,13 - 13,60,29,31
문화동,14 - 14,58,27,31
문화동,15 - 15,57,24,33
문화동,16 - 16,66,33,33
문화동,17 - 17,72,30,42
문화동,18 - 18,79,48,31
문화동,19 - 19,111,54,57
문화동,20 - 20,141,60,81
문화동,21 - 21,207,106,101
문화동,22 - 22,221,125,96
문화동,23 - 23,212,134,78
문화동,24 - 24,198,114,84
문화동,25 - 25,178,106,72
문화동,26 - 26,135,76,59
문화동,27 - 27,147,89,58
문화동,28 - 28,147,91,56
문화동,29 - 29,120,59,61
문화동,30 - 30,112,70,42
문화동,31 - 31,98,53,45
문화동,32 - 32,102,54,48
문화동,33 - 33,100,58,42
문화동,34 - 34,77,34,43
문화동,35 - 35,106,56,50
문화동,36 - 36,101,61,40
문화동,37 - 37,115,60,55
문화동,38 - 38,108,54,54
문화동,39 - 39,150,80,70
문화동,40 - 40,131,87,44
문화동,41 - 41,130,73,57
문화동,42 - 42,134,70,64
문화동,43 - 43,127,63,64
문화동,44 - 44,114,64,50
문화동,45 - 45,124,74,50
문화동,46 - 46,136,71,65
문화동,47 - 47,160,90,70
문화동,48 - 48,165,78,87
문화동,49 - 49,159,75,84
문화동,50 - 50,174,73,101
문화동,51 - 51,187,112,75
문화동,52 - 52,195,94,101
문화동,53 - 53,179,92,87
문화동,54 - 54,184,97,87
문화동,55 - 55,155,84,71
문화동,56 - 56,197,87,110
문화동,57 - 57,165,77,88
문화동,58 - 58,222,100,122
문화동,59 - 59,177,86,91
문화동,60 - 60,252,123,129
문화동,61 - 61,235,110,125
문화동,62 - 62,234,101,133
문화동,63 - 63,199,94,105
문화동,64 - 64,210,98,112
문화동,65 - 65,219,100,119
문화동,66 - 66,228,107,121
문화동,67 - 67,182,74,108
문화동,68 - 68,157,62,95
문화동,69 - 69,199,106,93
문화동,70 - 70,131,50,81
문화동,71 - 71,169,81,88
문화동,72 - 72,138,71,67
문화동,73 - 73,154,76,78
문화동,74 - 74,128,47,81
문화동,75 - 75,79,35,44
문화동,76 - 76,113,55,58
문화동,77 - 77,106,50,56
문화동,78 - 78,104,39,65
문화동,79 - 79,91,38,53
문화동,80 - 80,99,37,62
문화동,81 - 81,60,21,39
문화동,82 - 82,85,33,52
문화동,83 - 83,64,29,35
문화동,84 - 84,68,21,47
문화동,85 - 85,48,9,39
문화동,86 - 86,35,9,26
문화동,87 - 87,39,15,24
문화동,88 - 88,27,7,20
문화동,89 - 89,23,7,16
문화동,90 - 90,17,1,16
문화동,91 - 91,25,6,19
문화동,92 - 92,11,2,9
문화동,93 - 93,8,0,8
문화동,94 - 94,6,1,5
문화동,95 - 95,5,1,4
문화동,96 - 96,6,2,4
문화동,97 - 97,2,1,1
문화동,98 - 98,2,0,2
문화동,99 - 99,2,0,2
문화동,102 - 102,1,0,1
반월중앙동,0 - 0,37,16,21
반월중앙동,1 - 1,52,31,21
반월중앙동,2 - 2,49,27,22
반월중앙동,3 - 3,73,41,32
반월중앙동,4 - 4,71,35,36
반월중앙동,5 - 5,92,51,41
반월중앙동,6 - 6,87,55,32
반월중앙동,7 - 7,121,61,60
반월중앙동,8 - 8,117,64,53
반월중앙동,9 - 9,118,59,59
반월중앙동,10 - 10,148,76,72
반월중앙동,11 - 11,117,64,53
반월중앙동,12 - 12,141,74,67
반월중앙동,13 - 13,144,67,77
반월중앙동,14 - 14,131,63,68
반월중앙동,15 - 15,140,71,69
반월중앙동,16 - 16,117,68,49
반월중앙동,17 - 17,158,76,82
반월중앙동,18 - 18,116,64,52
반월중앙동,19 - 19,140,66,74
반월중앙동,20 - 20,142,84,58
반월중앙동,21 - 21,163,96,67
반월중앙동,22 - 22,171,97,74
반월중앙동,23 - 23,150,86,64
반월중앙동,24 - 24,159,89,70
반월중앙동,25 - 25,160,84,76
반월중앙동,26 - 26,151,78,73
반월중앙동,27 - 27,156,80,76
반월중앙동,28 - 28,138,75,63
반월중앙동,29 - 29,140,78,62
반월중앙동,30 - 30,154,92,62
반월중앙동,31 - 31,128,68,60
반월중앙동,32 - 32,120,67,53
반월중앙동,33 - 33,125,65,60
반월중앙동,34 - 34,120,63,57
반월중앙동,35 - 35,122,53,69
반월중앙동,36 - 36,164,90,74
반월중앙동,37 - 37,148,87,61
반월중앙동,38 - 38,172,91,81
반월중앙동,39 - 39,202,101,101
반월중앙동,40 - 40,206,109,97
반월중앙동,41 - 41,219,96,123
반월중앙동,42 - 42,216,109,107
반월중앙동,43 - 43,193,99,94
반월중앙동,44 - 44,199,103,96
반월중앙동,45 - 45,224,124,100
반월중앙동,46 - 46,228,106,122
반월중앙동,47 - 47,230,120,110
반월중앙동,48 - 48,246,133,113
반월중앙동,49 - 49,249,121,128
반월중앙동,50 - 50,259,141,118
반월중앙동,51 - 51,255,120,135
반월중앙동,52 - 52,284,129,155
반월중앙동,53 - 53,240,110,130
반월중앙동,54 - 54,253,136,117
반월중앙동,55 - 55,229,101,128
반월중앙동,56 - 56,214,97,117
반월중앙동,57 - 57,213,99,114
반월중앙동,58 - 58,257,127,130
반월중앙동,59 - 59,245,115,130
반월중앙동,60 - 60,304,151,153
반월중앙동,61 - 61,291,143,148
반월중앙동,62 - 62,289,132,157
반월중앙동,63 - 63,287,125,162
반월중앙동,64 - 64,239,112,127
반월중앙동,65 - 65,228,110,118
반월중앙동,66 - 66,270,125,145
반월중앙동,67 - 67,182,77,105
반월중앙동,68 - 68,197,72,125
반월중앙동,69 - 69,210,88,122
반월중앙동,70 - 70,154,69,85
반월중앙동,71 - 71,206,90,116
반월중앙동,72 - 72,149,64,85
반월중앙동,73 - 73,174,82,92
반월중앙동,74 - 74,176,81,95
반월중앙동,75 - 75,107,46,61
반월중앙동,76 - 76,138,50,88
반월중앙동,77 - 77,134,54,80
반월중앙동,78 - 78,138,57,81
반월중앙동,79 - 79,140,54,86
반월중앙동,80 - 80,107,38,69
반월중앙동,81 - 81,93,34,59
반월중앙동,82 - 82,71,22,49
반월중앙동,83 - 83,80,34,46
반월중앙동,84 - 84,86,28,58
반월중앙동,85 - 85,80,24,56
반월중앙동,86 - 86,59,18,41
반월중앙동,87 - 87,43,12,31
반월중앙동,88 - 88,37,8,29
반월중앙동,89 - 89,32,6,26
반월중앙동,90 - 90,20,6,14
반월중앙동,91 - 91,14,1,13
반월중앙동,92 - 92,11,3,8
반월중앙동,93 - 93,11,2,9
반월중앙동,94 - 94,5,2,3
반월중앙동,95 - 95,4,2,2
반월중앙동,96 - 96,6,0,6
반월중앙동,98 - 98,4,1,3
반월중앙동,99 - 99,1,1,0
반월중앙동,102 - 102,1,0,1
반월중앙동,106 - 106,2,0,2
반월중앙동,108 - 108,1,0,1
반월중앙동,112 - 112,1,0,1
완월동,0 - 0,20,9,11
완월동,1 - 1,21,11,10
완월동,2 - 2,20,9,11
완월동,3 - 3,25,13,12
완월동,4 - 4,26,14,12
완월동,5 - 5,43,18,25
완월동,6 - 6,46,24,22
완월동,7 - 7,47,24,23
완월동,8 - 8,66,35,31
완월동,9 - 9,64,30,34
완월동,10 - 10,65,40,25
완월동,11 - 11,59,27,32
완월동,12 - 12,72,41,31
완월동,13 - 13,58,23,35
완월동,14 - 14,71,29,42
완월동,15 - 15,58,23,35
완월동,16 - 16,70,33,37
완월동,17 - 17,92,46,46
완월동,18 - 18,79,37,42
완월동,19 - 19,76,35,41
완월동,20 - 20,117,59,58
완월동,21 - 21,112,64,48
완월동,22 - 22,107,51,56
완월동,23 - 23,99,58,41
완월동,24 - 24,112,62,50
완월동,25 - 25,111,58,53
완월동,26 - 26,116,57,59
완월동,27 - 27,92,50,42
완월동,28 - 28,116,62,54
완월동,29 - 29,93,55,38
완월동,30 - 30,80,45,35
완월동,31 - 31,81,48,33
완월동,32 - 32,72,33,39
완월동,33 - 33,78,45,33
완월동,34 - 34,90,58,32
완월동,35 - 35,64,35,29
완월동,36 - 36,78,47,31
완월동,37 - 37,73,38,35
완월동,38 - 38,92,51,41
완월동,39 - 39,91,47,44
완월동,40 - 40,115,63,52
완월동,41 - 41,126,59,67
완월동,42 - 42,87,50,37
완월동,43 - 43,108,60,48
완월동,44 - 44,106,50,56
완월동,45 - 45,99,43,56
완월동,46 - 46,133,62,71
완월동,47 - 47,151,81,70
완월동,48 - 48,155,85,70
완월동,49 - 49,118,69,49
완월동,50 - 50,177,82,95
완월동,51 - 51,139,66,73
완월동,52 - 52,186,93,93
완월동,53 - 53,176,94,82
완월동,54 - 54,151,72,79
완월동,55 - 55,164,73,91
완월동,56 - 56,167,70,97
완월동,57 - 57,147,76,71
완월동,58 - 58,174,86,88
완월동,59 - 59,199,95,104
완월동,60 - 60,227,96,131
완월동,61 - 61,206,84,122
완월동,62 - 62,195,90,105
완월동,63 - 63,184,87,97
완월동,64 - 64,187,90,97
완월동,65 - 65,183,91,92
완월동,66 - 66,187,91,96
완월동,67 - 67,158,75,83
완월동,68 - 68,135,63,72
완월동,69 - 69,147,83,64
완월동,70 - 70,98,44,54
완월동,71 - 71,115,52,63
완월동,72 - 72,120,53,67
완월동,73 - 73,93,39,54
완월동,74 - 74,96,42,54
완월동,75 - 75,72,41,31
완월동,76 - 76,84,35,49
완월동,77 - 77,77,27,50
완월동,78 - 78,70,30,40
완월동,79 - 79,74,33,41
완월동,80 - 80,74,33,41
완월동,81 - 81,56,20,36
완월동,82 - 82,66,20,46
완월동,83 - 83,52,19,33
완월동,84 - 84,54,19,35
완월동,85 - 85,45,10,35
완월동,86 - 86,30,11,19
완월동,87 - 87,37,5,32
완월동,88 - 88,20,8,12
완월동,89 - 89,21,8,13
완월동,90 - 90,19,3,16
완월동,91 - 91,9,1,8
완월동,92 - 92,6,3,3
완월동,93 - 93,2,0,2
완월동,94 - 94,4,1,3
완월동,95 - 95,3,1,2
완월동,96 - 96,1,1,0
완월동,97 - 97,2,1,1
완월동,98 - 98,4,1,3
완월동,99 - 99,2,0,2
완월동,102 - 102,1,0,1
자산동,0 - 0,18,11,7
자산동,1 - 1,16,13,3
자산동,2 - 2,26,13,13
자산동,3 - 3,19,10,9
자산동,4 - 4,30,20,10
자산동,5 - 5,58,35,23
자산동,6 - 6,53,31,22
자산동,7 - 7,63,31,32
자산동,8 - 8,68,35,33
자산동,9 - 9,84,47,37
자산동,10 - 10,71,33,38
자산동,11 - 11,65,37,28
자산동,12 - 12,75,41,34
자산동,13 - 13,86,54,32
자산동,14 - 14,93,47,46
자산동,15 - 15,78,45,33
자산동,16 - 16,88,50,38
자산동,17 - 17,85,50,35
자산동,18 - 18,97,56,41
자산동,19 - 19,101,64,37
자산동,20 - 20,109,67,42
자산동,21 - 21,121,73,48
자산동,22 - 22,113,52,61
자산동,23 - 23,120,75,45
자산동,24 - 24,122,65,57
자산동,25 - 25,121,63,58
자산동,26 - 26,120,68,52
자산동,27 - 27,117,64,53
자산동,28 - 28,100,62,38
자산동,29 - 29,103,61,42
자산동,30 - 30,91,50,41
자산동,31 - 31,73,41,32
자산동,32 - 32,77,44,33
자산동,33 - 33,79,48,31
자산동,34 - 34,81,42,39
자산동,35 - 35,77,39,38
자산동,36 - 36,76,40,36
자산동,37 - 37,104,61,43
자산동,38 - 38,118,71,47
자산동,39 - 39,110,60,50
자산동,40 - 40,143,67,76
자산동,41 - 41,133,66,67
자산동,42 - 42,130,66,64
자산동,43 - 43,127,70,57
자산동,44 - 44,125,71,54
자산동,45 - 45,121,57,64
자산동,46 - 46,133,72,61
자산동,47 - 47,167,79,88
자산동,48 - 48,174,88,86
자산동,49 - 49,159,78,81
자산동,50 - 50,195,93,102
자산동,51 - 51,178,84,94
자산동,52 - 52,205,109,96
자산동,53 - 53,192,85,107
자산동,54 - 54,160,75,85
자산동,55 - 55,169,77,92
자산동,56 - 56,177,75,102
자산동,57 - 57,174,79,95
자산동,58 - 58,216,101,115
자산동,59 - 59,215,102,113
자산동,60 - 60,254,93,161
자산동,61 - 61,233,105,128
자산동,62 - 62,224,95,129
자산동,63 - 63,209,95,114
자산동,64 - 64,234,119,115
자산동,65 - 65,227,94,133
자산동,66 - 66,233,111,122
자산동,67 - 67,173,93,80
자산동,68 - 68,181,91,90
자산동,69 - 69,179,85,94
자산동,70 - 70,147,71,76
자산동,71 - 71,122,66,56
자산동,72 - 72,128,55,73
자산동,73 - 73,141,60,81
자산동,74 - 74,146,59,87
자산동,75 - 75,90,42,48
자산동,76 - 76,113,52,61
자산동,77 - 77,96,34,62
자산동,78 - 78,94,33,61
자산동,79 - 79,95,40,55
자산동,80 - 80,92,41,51
자산동,81 - 81,65,28,37
자산동,82 - 82,57,15,42
자산동,83 - 83,50,20,30
자산동,84 - 84,49,17,32
자산동,85 - 85,40,11,29
자산동,86 - 86,32,9,23
자산동,87 - 87,43,14,29
자산동,88 - 88,23,1,22
자산동,89 - 89,16,3,13
자산동,90 - 90,10,1,9
자산동,91 - 91,14,1,13
자산동,92 - 92,6,0,6
자산동,93 - 93,2,0,2
자산동,94 - 94,6,3,3
자산동,95 - 95,4,1,3
자산동,97 - 97,1,0,1
자산동,98 - 98,1,0,1
자산동,99 - 99,2,2,0
자산동,100 - 100,1,0,1
교방동,0 - 0,84,44,40
교방동,1 - 1,78,37,41
교방동,2 - 2,88,52,36
교방동,3 - 3,114,53,61
교방동,4 - 4,109,62,47
교방동,5 - 5,137,72,65
교방동,6 - 6,124,61,63
교방동,7 - 7,146,77,69
교방동,8 - 8,161,85,76
교방동,9 - 9,162,81,81
교방동,10 - 10,137,73,64
교방동,11 - 11,131,67,64
교방동,12 - 12,134,64,70
